transport_mode,origin_port,destination_region,cargo_type,season,carrier_reliability,customs_complexity,lead_time_days,shipment_weight_kg,distance_km,port_congestion_idx,weather_severity,customs_days,documentation_errors,is_delayed,delay_hours,base_cost_nzd,delay_cost_nzd,total_cost_nzd
Air Cargo,Port of Tauranga,Wellington,Refrigerated,Spring,High,Simple,33.6,1804.5,1951.0,4.92,4.49,2.8,0,0,0.0,15337.93,0.0,15337.93
Sea Freight,Port of Auckland,Dunedin,General Merchandise,Autumn,Medium,Moderate,14.4,1225.0,2396.0,1.4,6.98,4.0,0,0,0.0,1469.97,0.0,1469.97
Road,Wellington Port,Auckland,General Merchandise,Autumn,Low,Complex,14.9,320.3,1738.0,3.83,1.1,2.3,1,0,0.0,672.68,0.0,672.68
Sea Freight,Port of Auckland,Wellington,General Merchandise,Autumn,Medium,Complex,16.0,751.4,1049.0,2.83,2.24,0.4,0,0,0.0,901.72,0.0,901.72
Sea Freight,Port of Auckland,Wellington,General Merchandise,Spring,High,Complex,15.3,1527.6,2001.0,2.13,1.68,3.1,0,0,0.0,1833.09,0.0,1833.09
Sea Freight,Port of Auckland,Wellington,Hazardous,Autumn,Low,Moderate,11.4,209.6,1543.0,2.13,4.28,0.3,1,1,56.1,251.51,2890.91,3142.41
Air Cargo,Lyttelton Port,Wellington,Bulk,Spring,High,Simple,20.8,192.4,2200.0,4.11,4.69,0.7,0,0,0.0,1635.12,0.0,1635.12
Air Cargo,Port of Tauranga,Christchurch,General Merchandise,Spring,High,Complex,21.2,188.5,1797.0,1.62,6.55,8.0,0,1,43.1,1602.32,2023.64,3625.96
Sea Freight,Port of Tauranga,Auckland,General Merchandise,Summer,High,Complex,15.1,222.8,1936.0,5.95,3.89,3.8,0,1,68.9,267.35,3125.58,3392.92
Air Cargo,Port of Auckland,Christchurch,Bulk,Summer,High,Simple,14.8,137.2,1685.0,1.92,1.87,1.9,1,1,25.9,1165.91,1555.0,2720.91
Sea Freight,Port of Auckland,Auckland,Refrigerated,Summer,Medium,Simple,14.6,1504.3,275.0,3.92,2.05,7.5,2,0,0.0,1805.16,0.0,1805.16
Air Cargo,Port of Tauranga,Auckland,Pharmaceuticals,Autumn,Medium,Simple,20.6,1414.4,1239.0,4.98,2.41,1.2,3,0,0.0,12022.39,0.0,12022.39
Sea Freight,Port Otago,Auckland,Bulk,Summer,Low,Simple,15.9,181.3,188.0,2.72,0.87,3.7,2,0,0.0,217.57,0.0,217.57
Air Cargo,Port Otago,Hamilton,Refrigerated,Spring,Low,Simple,14.4,1028.1,1146.0,1.28,1.76,4.3,0,0,0.0,8738.7,0.0,8738.7
Sea Freight,Port of Auckland,Wellington,General Merchandise,Summer,Low,Moderate,10.4,838.9,1805.0,0.8,7.95,0.0,0,1,27.8,1006.67,1286.9,2293.57
Rail,Port of Tauranga,Christchurch,Hazardous,Autumn,Medium,Moderate,21.9,308.6,1082.0,1.5,3.95,1.8,0,0,0.0,555.45,0.0,555.45
Sea Freight,Port Otago,Hamilton,General Merchandise,Summer,Medium,Simple,12.1,256.4,54.0,2.76,1.12,1.0,0,0,0.0,307.63,0.0,307.63
Sea Freight,Port of Tauranga,Christchurch,General Merchandise,Spring,Low,Simple,10.3,280.8,955.0,1.52,2.22,0.1,0,1,38.5,336.92,1750.11,2087.03
Sea Freight,Port Otago,Wellington,General Merchandise,Winter,Medium,Moderate,19.3,1099.3,216.0,6.48,2.44,7.0,0,1,24.4,1319.2,1138.44,2457.64
Rail,Port of Auckland,Wellington,Bulk,Spring,Medium,Simple,15.8,357.7,1962.0,1.65,1.54,2.2,1,0,0.0,643.91,0.0,643.91
Road,Wellington Port,Wellington,Hazardous,Spring,Medium,Simple,34.3,310.5,1970.0,6.53,1.93,0.2,0,0,0.0,652.13,0.0,652.13
Sea Freight,Lyttelton Port,Christchurch,General Merchandise,Autumn,High,Moderate,9.9,68.2,2026.0,2.63,1.04,2.4,0,0,0.0,81.83,0.0,81.83
Air Cargo,Wellington Port,Wellington,Bulk,Summer,Medium,Simple,12.8,1960.8,124.0,5.45,2.93,3.8,0,0,0.0,16667.08,0.0,16667.08
Road,Lyttelton Port,Dunedin,Refrigerated,Summer,Medium,Simple,19.3,1167.7,129.0,1.54,2.92,0.4,0,0,0.0,2452.25,0.0,2452.25
Air Cargo,Port of Tauranga,Dunedin,Hazardous,Summer,Medium,Simple,15.5,562.1,2263.0,2.05,4.55,1.8,0,0,0.0,4777.98,0.0,4777.98
Air Cargo,Wellington Port,Auckland,General Merchandise,Winter,High,Moderate,16.7,2340.7,353.0,3.86,1.66,3.3,1,0,0.0,19896.27,0.0,19896.27
Sea Freight,Port of Auckland,Auckland,Hazardous,Summer,Medium,Moderate,16.7,328.0,1692.0,1.59,2.95,1.5,0,0,0.0,393.58,0.0,393.58
Sea Freight,Port of Auckland,Christchurch,Pharmaceuticals,Summer,Low,Simple,8.8,948.4,1999.0,2.48,1.43,4.0,2,1,29.7,1138.1,4450.8,5588.9
Road,Lyttelton Port,Wellington,General Merchandise,Winter,Low,Simple,17.1,341.2,1147.0,2.18,4.2,0.7,0,1,30.1,716.62,1382.53,2099.15
Rail,Lyttelton Port,Auckland,General Merchandise,Winter,High,Moderate,20.3,352.2,1389.0,1.27,3.23,2.0,0,0,0.0,633.91,0.0,633.91
Air Cargo,Wellington Port,Dunedin,General Merchandise,Winter,High,Complex,11.6,1540.0,607.0,3.41,0.73,0.3,1,0,0.0,13089.7,0.0,13089.7
Sea Freight,Port of Auckland,Auckland,General Merchandise,Autumn,Medium,Moderate,11.8,1287.3,2313.0,2.17,2.47,6.3,0,0,0.0,1544.7,0.0,1544.7
Sea Freight,Lyttelton Port,Tauranga,Refrigerated,Spring,Medium,Moderate,13.5,328.6,789.0,1.34,2.22,0.8,1,1,24.8,394.36,2218.91,2613.27
Road,Lyttelton Port,Hamilton,Automotive,Winter,High,Moderate,10.2,117.9,584.0,3.6,3.95,1.3,0,0,0.0,247.62,0.0,247.62
Road,Port of Auckland,Hamilton,Automotive,Summer,High,Moderate,11.2,404.0,1337.0,0.89,3.65,5.1,0,0,0.0,848.43,0.0,848.43
Road,Port of Tauranga,Auckland,General Merchandise,Spring,Low,Complex,16.1,1191.9,517.0,0.53,2.51,6.2,0,0,0.0,2502.96,0.0,2502.96
Road,Port of Auckland,Auckland,Hazardous,Spring,Medium,Moderate,24.3,134.8,1732.0,4.79,4.01,2.7,1,0,0.0,283.02,0.0,283.02
Air Cargo,Port of Auckland,Christchurch,Bulk,Summer,Medium,Complex,13.0,942.0,1312.0,1.59,1.01,2.3,0,0,0.0,8007.33,0.0,8007.33
Sea Freight,Wellington Port,Auckland,Hazardous,Autumn,Medium,Simple,28.4,1814.1,412.0,5.39,2.55,4.1,0,0,0.0,2176.92,0.0,2176.92
Sea Freight,Lyttelton Port,Wellington,Refrigerated,Autumn,Medium,Complex,12.9,208.0,215.0,3.48,0.72,2.6,2,1,42.6,249.61,3907.65,4157.26
Road,Lyttelton Port,Wellington,General Merchandise,Summer,High,Moderate,21.1,1635.6,386.0,4.29,1.79,1.0,0,0,0.0,3434.73,0.0,3434.73
Air Cargo,Wellington Port,Auckland,Refrigerated,Spring,Medium,Complex,12.1,92.2,385.0,1.61,2.79,1.3,1,0,0.0,783.56,0.0,783.56
Sea Freight,Port of Tauranga,Auckland,Refrigerated,Autumn,High,Simple,18.0,929.4,816.0,3.45,1.48,8.6,0,0,0.0,1115.28,0.0,1115.28
Sea Freight,Port Otago,Hamilton,Bulk,Spring,Medium,Moderate,26.8,1302.5,2092.0,1.64,3.7,0.5,1,1,34.2,1562.98,1954.13,3517.11
Air Cargo,Port of Tauranga,Auckland,Bulk,Winter,High,Moderate,19.5,520.7,190.0,4.31,4.81,2.5,0,1,70.8,4425.89,3576.83,8002.72
Sea Freight,Port Otago,Auckland,General Merchandise,Winter,Medium,Simple,15.0,232.3,364.0,1.35,1.9,1.3,0,1,19.1,278.7,865.2,1143.9
Sea Freight,Port of Auckland,Christchurch,General Merchandise,Summer,Medium,Moderate,14.6,2119.3,792.0,2.64,0.57,0.7,1,0,0.0,2543.2,0.0,2543.2
Air Cargo,Wellington Port,Tauranga,Automotive,Summer,High,Moderate,18.1,66.1,1406.0,0.88,3.89,5.0,1,0,0.0,562.16,0.0,562.16
Air Cargo,Port of Auckland,Wellington,Hazardous,Summer,High,Simple,20.1,697.9,1919.0,3.1,0.73,1.1,0,0,0.0,5931.92,0.0,5931.92
Air Cargo,Port of Auckland,Auckland,Automotive,Summer,High,Simple,21.0,423.3,2307.0,1.26,2.97,2.1,1,0,0.0,3597.67,0.0,3597.67
Sea Freight,Lyttelton Port,Christchurch,General Merchandise,Autumn,Medium,Moderate,16.2,544.5,1060.0,1.7,1.7,0.3,2,1,27.8,653.42,1975.41,2628.83
Road,Port of Tauranga,Dunedin,Hazardous,Spring,High,Moderate,17.8,665.3,309.0,2.07,0.38,0.3,0,1,46.0,1397.07,2148.84,3545.91
Sea Freight,Lyttelton Port,Hamilton,Hazardous,Autumn,High,Simple,11.9,662.1,573.0,0.85,3.15,2.1,1,0,0.0,794.57,0.0,794.57
Sea Freight,Port of Tauranga,Christchurch,Automotive,Spring,Medium,Simple,18.7,232.1,754.0,3.08,2.5,0.7,0,0,0.0,278.58,0.0,278.58
Road,Lyttelton Port,Wellington,General Merchandise,Autumn,Medium,Simple,12.1,960.8,1976.0,5.75,4.51,0.4,0,0,0.0,2017.69,0.0,2017.69
Air Cargo,Port of Auckland,Christchurch,General Merchandise,Spring,High,Simple,16.8,65.5,1732.0,2.11,1.88,0.4,0,0,0.0,556.47,0.0,556.47
Road,Port of Auckland,Auckland,Refrigerated,Spring,Medium,Simple,14.0,67.1,562.0,5.12,1.59,5.5,0,0,0.0,140.97,0.0,140.97
Air Cargo,Port of Auckland,Christchurch,Automotive,Summer,Low,Moderate,25.7,570.8,2105.0,2.92,1.56,1.8,0,1,47.5,4851.95,2426.71,7278.66
Air Cargo,Port of Tauranga,Hamilton,Pharmaceuticals,Spring,Low,Moderate,16.1,674.5,2155.0,3.16,1.77,2.8,0,0,0.0,5733.58,0.0,5733.58
Sea Freight,Port of Auckland,Tauranga,Pharmaceuticals,Winter,High,Moderate,26.8,307.1,2212.0,2.03,0.86,0.7,2,1,39.8,368.57,5698.08,6066.66
Sea Freight,Port of Tauranga,Auckland,Pharmaceuticals,Spring,Low,Simple,15.6,691.8,724.0,3.05,0.7,0.8,0,0,0.0,830.15,0.0,830.15
Sea Freight,Port of Tauranga,Auckland,General Merchandise,Winter,Medium,Simple,28.6,630.7,378.0,3.84,3.24,1.7,0,0,0.0,756.86,0.0,756.86
Sea Freight,Port of Auckland,Christchurch,General Merchandise,Autumn,Low,Simple,19.0,393.7,305.0,4.98,1.46,0.8,1,1,30.9,472.4,1759.29,2231.7
Rail,Port of Tauranga,Hamilton,General Merchandise,Summer,Medium,Moderate,9.0,893.9,1030.0,4.95,2.81,0.5,1,0,0.0,1609.06,0.0,1609.06
Sea Freight,Port Otago,Hamilton,Refrigerated,Summer,Medium,Moderate,14.1,2584.9,1102.0,6.63,0.16,2.1,0,0,0.0,3101.85,0.0,3101.85
Road,Port of Auckland,Auckland,Automotive,Winter,Medium,Complex,12.5,589.9,2177.0,4.9,1.59,3.0,1,0,0.0,1238.87,0.0,1238.87
Air Cargo,Port of Tauranga,Auckland,Automotive,Spring,Medium,Simple,10.4,1283.6,706.0,1.08,2.62,2.2,0,0,0.0,10910.71,0.0,10910.71
Road,Lyttelton Port,Christchurch,General Merchandise,Winter,Medium,Moderate,12.3,277.6,1586.0,5.44,0.92,4.7,0,0,0.0,582.93,0.0,582.93
Air Cargo,Port of Tauranga,Wellington,Bulk,Autumn,High,Moderate,13.1,1198.2,1981.0,3.59,6.04,5.8,1,0,0.0,10184.88,0.0,10184.88
Air Cargo,Lyttelton Port,Dunedin,Automotive,Spring,High,Moderate,8.8,887.4,709.0,3.05,0.32,3.7,0,0,0.0,7542.57,0.0,7542.57
Air Cargo,Port of Tauranga,Wellington,Refrigerated,Spring,Medium,Moderate,9.2,866.6,704.0,1.37,0.95,0.8,0,0,0.0,7366.52,0.0,7366.52
Sea Freight,Port of Tauranga,Hamilton,General Merchandise,Autumn,Low,Moderate,14.9,1838.2,1689.0,1.2,4.29,1.7,1,1,78.7,2205.85,4110.14,6315.99
Road,Port of Auckland,Christchurch,Refrigerated,Summer,Medium,Simple,18.7,262.6,1829.0,3.57,0.83,1.7,0,0,0.0,551.42,0.0,551.42
Sea Freight,Lyttelton Port,Hamilton,Refrigerated,Summer,Medium,Moderate,34.7,417.7,2401.0,5.85,0.37,1.5,1,0,0.0,501.2,0.0,501.2
Sea Freight,Lyttelton Port,Wellington,Hazardous,Spring,Medium,Simple,24.7,119.4,2132.0,4.58,3.47,3.4,0,1,33.6,143.25,1517.41,1660.67
Air Cargo,Port of Auckland,Dunedin,Refrigerated,Spring,High,Simple,14.7,1086.1,2064.0,4.19,3.43,0.7,1,1,19.7,9231.44,2056.84,11288.28
Sea Freight,Port of Tauranga,Auckland,General Merchandise,Autumn,High,Simple,16.0,1535.6,1746.0,1.6,1.23,5.0,0,0,0.0,1842.77,0.0,1842.77
Rail,Wellington Port,Christchurch,Pharmaceuticals,Autumn,Medium,Complex,19.3,466.5,340.0,4.4,1.07,4.2,0,0,0.0,839.66,0.0,839.66
Rail,Port of Tauranga,Auckland,Hazardous,Spring,Low,Simple,15.1,403.1,2033.0,4.42,5.39,1.9,0,0,0.0,725.53,0.0,725.53
Rail,Port of Tauranga,Wellington,Refrigerated,Spring,High,Complex,16.3,909.9,2342.0,3.47,1.61,1.2,1,0,0.0,1637.79,0.0,1637.79
Sea Freight,Port Otago,Wellington,Pharmaceuticals,Spring,Medium,Complex,12.3,112.9,1007.0,1.43,1.4,1.0,1,1,35.2,135.46,4753.27,4888.72
Sea Freight,Lyttelton Port,Auckland,General Merchandise,Winter,High,Complex,15.8,328.3,818.0,0.71,2.09,0.4,0,0,0.0,394.0,0.0,394.0
Rail,Port of Tauranga,Tauranga,General Merchandise,Summer,High,Complex,16.5,414.8,1330.0,1.83,3.74,2.9,0,0,0.0,746.7,0.0,746.7
Sea Freight,Lyttelton Port,Auckland,Automotive,Winter,High,Complex,10.5,634.8,2393.0,1.41,1.79,1.8,1,0,0.0,761.8,0.0,761.8
Rail,Port Otago,Hamilton,General Merchandise,Summer,Medium,Simple,19.1,567.9,175.0,3.53,2.04,1.1,0,0,0.0,1022.18,0.0,1022.18
Rail,Port of Tauranga,Tauranga,Bulk,Spring,High,Simple,19.5,237.2,1787.0,1.41,3.6,3.8,3,0,0.0,427.04,0.0,427.04
Road,Port of Tauranga,Auckland,General Merchandise,Autumn,High,Moderate,19.8,672.6,2046.0,0.63,1.36,1.1,0,0,0.0,1412.45,0.0,1412.45
Sea Freight,Port of Tauranga,Hamilton,General Merchandise,Spring,Medium,Simple,12.3,2131.5,1982.0,1.23,1.89,1.4,1,0,0.0,2557.84,0.0,2557.84
Sea Freight,Wellington Port,Auckland,Hazardous,Autumn,Low,Simple,26.8,72.0,1439.0,4.06,2.3,0.8,0,0,0.0,86.36,0.0,86.36
Road,Lyttelton Port,Auckland,General Merchandise,Spring,High,Moderate,14.1,962.3,2305.0,2.36,4.06,0.9,1,0,0.0,2020.86,0.0,2020.86
Sea Freight,Port of Auckland,Wellington,Bulk,Autumn,Medium,Moderate,10.8,834.0,380.0,3.82,1.11,3.8,1,1,30.8,1000.85,1776.74,2777.59
Sea Freight,Port Otago,Tauranga,Bulk,Autumn,High,Complex,26.1,2116.1,651.0,5.15,0.09,0.6,0,0,0.0,2539.35,0.0,2539.35
Air Cargo,Port of Tauranga,Auckland,Pharmaceuticals,Winter,Low,Moderate,11.5,879.3,802.0,3.66,1.37,1.8,0,0,0.0,7473.95,0.0,7473.95
Rail,Port of Auckland,Christchurch,Bulk,Summer,Medium,Moderate,17.6,834.3,71.0,2.15,5.56,6.4,0,1,24.0,1501.79,1126.23,2628.02
Air Cargo,Port of Tauranga,Christchurch,General Merchandise,Spring,Low,Simple,12.9,1225.1,958.0,3.15,1.33,1.7,1,1,23.7,10413.05,1723.02,12136.07
Air Cargo,Port of Tauranga,Dunedin,Automotive,Winter,High,Simple,9.6,299.4,444.0,0.23,3.17,3.5,1,0,0.0,2544.63,0.0,2544.63
Sea Freight,Port Otago,Auckland,Bulk,Winter,Medium,Complex,11.3,774.5,1825.0,3.86,2.02,3.6,0,1,29.8,929.45,1377.13,2306.58
Air Cargo,Port of Auckland,Hamilton,Bulk,Spring,Medium,Simple,24.9,636.2,1067.0,2.79,1.07,4.2,0,0,0.0,5407.79,0.0,5407.79
Rail,Port Otago,Hamilton,Automotive,Spring,High,Simple,16.0,511.7,1776.0,2.93,1.55,1.5,0,0,0.0,921.02,0.0,921.02
Sea Freight,Port of Tauranga,Christchurch,Hazardous,Winter,High,Moderate,13.3,116.3,769.0,1.68,3.77,8.6,1,1,37.8,139.51,2057.37,2196.88
Air Cargo,Port of Auckland,Tauranga,Refrigerated,Spring,Medium,Simple,14.4,327.0,373.0,2.63,2.27,6.3,0,0,0.0,2779.16,0.0,2779.16
Road,Wellington Port,Dunedin,Bulk,Summer,Medium,Simple,10.9,312.8,373.0,3.31,0.49,1.5,0,0,0.0,656.84,0.0,656.84
Road,Port of Tauranga,Auckland,General Merchandise,Summer,High,Simple,12.0,1080.6,548.0,2.69,0.67,2.6,0,0,0.0,2269.28,0.0,2269.28
Air Cargo,Port of Auckland,Wellington,General Merchandise,Winter,Medium,Simple,21.0,2077.2,332.0,3.19,1.38,1.2,0,0,0.0,17655.96,0.0,17655.96
Road,Port of Tauranga,Wellington,Bulk,Autumn,High,Simple,17.1,259.9,590.0,2.77,3.65,0.2,1,0,0.0,545.81,0.0,545.81
Sea Freight,Port Otago,Wellington,General Merchandise,Autumn,High,Complex,15.7,112.0,1469.0,6.81,1.89,0.7,0,0,0.0,134.45,0.0,134.45
Sea Freight,Port of Auckland,Wellington,General Merchandise,Autumn,Medium,Moderate,14.8,8092.6,678.0,1.67,1.73,0.4,0,1,14.6,9711.12,833.06,10544.18
Road,Port of Auckland,Wellington,General Merchandise,Autumn,High,Simple,9.2,990.1,890.0,3.47,1.93,1.4,0,0,0.0,2079.13,0.0,2079.13
Road,Port of Auckland,Wellington,Bulk,Spring,Medium,Simple,15.3,1790.6,179.0,4.34,1.95,0.7,2,0,0.0,3760.17,0.0,3760.17
Road,Port of Auckland,Tauranga,Refrigerated,Winter,High,Simple,21.0,174.3,2236.0,1.72,1.93,0.7,0,0,0.0,365.98,0.0,365.98
Rail,Lyttelton Port,Auckland,Bulk,Spring,Medium,Complex,12.9,1340.6,388.0,2.59,1.9,1.1,0,0,0.0,2413.13,0.0,2413.13
Air Cargo,Port of Tauranga,Tauranga,Refrigerated,Spring,Medium,Simple,15.3,1392.7,904.0,3.82,1.98,2.2,0,0,0.0,11837.98,0.0,11837.98
Air Cargo,Port of Auckland,Wellington,Refrigerated,Autumn,Low,Complex,7.8,181.4,980.0,1.06,3.24,2.0,1,1,57.7,1542.05,4787.34,6329.39
Road,Port of Auckland,Christchurch,Refrigerated,Autumn,High,Simple,24.0,190.8,1942.0,3.84,5.12,1.9,0,0,0.0,400.72,0.0,400.72
Air Cargo,Port of Auckland,Dunedin,Bulk,Autumn,Medium,Moderate,26.9,330.2,1235.0,0.98,0.86,0.8,0,0,0.0,2806.34,0.0,2806.34
Road,Wellington Port,Wellington,Refrigerated,Spring,High,Simple,26.9,245.5,988.0,6.76,1.58,0.3,0,0,0.0,515.51,0.0,515.51
Road,Port of Auckland,Wellington,Pharmaceuticals,Summer,Medium,Simple,9.5,3014.3,1755.0,1.56,1.52,1.8,0,0,0.0,6330.09,0.0,6330.09
Road,Wellington Port,Wellington,Pharmaceuticals,Summer,Medium,Simple,21.7,410.7,1513.0,1.62,2.56,0.8,0,0,0.0,862.51,0.0,862.51
Sea Freight,Port of Tauranga,Wellington,Automotive,Spring,High,Moderate,7.2,1196.1,241.0,2.11,1.31,3.9,0,0,0.0,1435.27,0.0,1435.27
Sea Freight,Port of Auckland,Tauranga,Pharmaceuticals,Winter,Medium,Simple,22.1,1358.0,816.0,5.17,0.84,0.4,1,0,0.0,1629.62,0.0,1629.62
Sea Freight,Port Otago,Dunedin,Refrigerated,Summer,High,Simple,15.7,440.1,2448.0,4.44,2.5,1.2,0,0,0.0,528.16,0.0,528.16
Air Cargo,Port of Tauranga,Auckland,Hazardous,Summer,High,Moderate,13.9,968.0,1234.0,2.53,2.3,2.0,1,1,25.7,8228.32,1769.63,9997.95
Sea Freight,Lyttelton Port,Auckland,Bulk,Spring,High,Simple,21.6,141.3,1089.0,1.18,1.2,2.1,0,1,18.5,169.5,838.52,1008.03
Air Cargo,Wellington Port,Wellington,Bulk,Spring,Medium,Simple,16.4,454.6,417.0,2.35,1.98,3.0,1,0,0.0,3864.27,0.0,3864.27
Air Cargo,Port of Auckland,Auckland,Automotive,Autumn,Medium,Moderate,11.9,2786.6,2106.0,5.4,6.52,6.6,0,0,0.0,23685.8,0.0,23685.8
Sea Freight,Port of Auckland,Christchurch,Bulk,Autumn,High,Simple,20.0,197.6,377.0,1.67,3.87,1.2,2,0,0.0,237.18,0.0,237.18
Air Cargo,Lyttelton Port,Auckland,Pharmaceuticals,Spring,Medium,Moderate,23.7,439.8,307.0,2.39,1.62,2.2,0,0,0.0,3738.57,0.0,3738.57
Sea Freight,Port of Auckland,Christchurch,Refrigerated,Spring,High,Simple,21.0,1300.5,1126.0,1.65,3.63,2.3,0,0,0.0,1560.61,0.0,1560.61
Sea Freight,Port of Auckland,Auckland,Automotive,Spring,High,Simple,21.5,925.9,1120.0,2.95,1.02,3.8,0,0,0.0,1111.09,0.0,1111.09
Road,Port of Auckland,Wellington,Bulk,Winter,Medium,Simple,10.9,848.7,2455.0,0.69,0.48,0.8,1,0,0.0,1782.25,0.0,1782.25
Sea Freight,Port of Auckland,Christchurch,Bulk,Spring,Medium,Complex,13.2,1585.3,362.0,6.09,1.96,2.0,1,1,49.7,1902.31,2706.96,4609.27
Sea Freight,Lyttelton Port,Wellington,Refrigerated,Autumn,High,Complex,17.2,73.6,1235.0,5.27,4.32,1.4,0,1,38.9,88.34,2923.93,3012.28
Air Cargo,Port of Auckland,Tauranga,Bulk,Summer,High,Complex,25.8,1229.8,543.0,2.35,1.92,5.8,0,0,0.0,10453.31,0.0,10453.31
Road,Port of Tauranga,Dunedin,Automotive,Winter,Low,Simple,12.1,1763.4,1769.0,0.5,5.24,0.9,0,1,31.8,3703.11,1580.12,5283.24
Sea Freight,Lyttelton Port,Wellington,General Merchandise,Winter,High,Moderate,25.3,63.0,1010.0,2.22,2.57,7.4,2,1,68.3,75.65,3780.17,3855.82
Air Cargo,Port of Tauranga,Auckland,Bulk,Spring,High,Simple,8.8,704.9,1639.0,0.86,4.83,1.1,2,0,0.0,5991.66,0.0,5991.66
Sea Freight,Port of Auckland,Dunedin,Refrigerated,Summer,Medium,Simple,24.0,392.9,879.0,1.73,1.46,0.7,0,0,0.0,471.47,0.0,471.47
Sea Freight,Lyttelton Port,Dunedin,Pharmaceuticals,Spring,Medium,Moderate,23.2,91.7,1433.0,0.69,2.72,6.0,1,0,0.0,110.01,0.0,110.01
Air Cargo,Port of Auckland,Dunedin,Refrigerated,Autumn,Medium,Simple,31.1,482.7,1199.0,1.48,1.43,5.4,1,0,0.0,4102.79,0.0,4102.79
Air Cargo,Lyttelton Port,Auckland,General Merchandise,Winter,Low,Simple,22.1,876.3,967.0,1.59,7.77,11.2,0,1,37.8,7448.78,2052.62,9501.4
Air Cargo,Port Otago,Tauranga,Refrigerated,Summer,High,Simple,17.7,2060.8,1367.0,0.85,1.5,0.5,0,0,0.0,17516.63,0.0,17516.63
Road,Port of Tauranga,Auckland,Bulk,Winter,Medium,Moderate,14.0,825.2,990.0,1.09,0.07,1.2,0,0,0.0,1732.89,0.0,1732.89
Rail,Port of Tauranga,Hamilton,General Merchandise,Winter,High,Simple,13.4,1604.5,2025.0,2.19,2.0,4.5,1,0,0.0,2888.09,0.0,2888.09
Air Cargo,Port of Tauranga,Dunedin,Bulk,Autumn,Medium,Simple,15.5,153.7,1263.0,3.65,5.1,3.0,2,0,0.0,1306.42,0.0,1306.42
Sea Freight,Port of Tauranga,Auckland,Pharmaceuticals,Summer,Low,Complex,13.7,239.1,2263.0,3.9,2.54,1.1,1,1,45.6,286.93,6062.15,6349.08
Road,Port Otago,Dunedin,Automotive,Winter,Medium,Simple,19.9,2863.1,596.0,4.08,4.95,3.2,0,1,48.6,6012.5,2552.5,8564.99
Sea Freight,Port Otago,Wellington,General Merchandise,Spring,Medium,Simple,21.9,1797.1,325.0,5.81,1.94,2.2,2,0,0.0,2156.56,0.0,2156.56
Sea Freight,Port of Auckland,Tauranga,Pharmaceuticals,Autumn,Low,Moderate,11.8,264.5,983.0,2.09,5.96,2.0,0,0,0.0,317.45,0.0,317.45
Sea Freight,Lyttelton Port,Auckland,Bulk,Autumn,High,Moderate,22.3,826.1,500.0,5.98,6.47,2.0,1,0,0.0,991.34,0.0,991.34
Sea Freight,Wellington Port,Tauranga,General Merchandise,Autumn,Medium,Simple,18.2,410.3,1013.0,4.27,1.24,2.5,1,0,0.0,492.39,0.0,492.39
Rail,Wellington Port,Auckland,General Merchandise,Spring,Low,Moderate,14.3,555.8,558.0,1.57,6.07,2.9,1,0,0.0,1000.42,0.0,1000.42
Road,Port of Tauranga,Hamilton,General Merchandise,Autumn,Medium,Simple,23.8,1627.9,2177.0,2.52,1.32,0.8,0,0,0.0,3418.64,0.0,3418.64
Air Cargo,Port of Tauranga,Christchurch,Automotive,Summer,High,Moderate,12.3,1114.6,1441.0,0.95,1.15,1.3,1,0,0.0,9473.88,0.0,9473.88
Sea Freight,Port of Auckland,Wellington,General Merchandise,Spring,High,Simple,10.4,267.9,1269.0,1.01,0.24,1.8,0,0,0.0,321.49,0.0,321.49
Sea Freight,Wellington Port,Auckland,General Merchandise,Winter,High,Simple,12.1,353.8,1980.0,2.52,1.82,2.1,0,0,0.0,424.6,0.0,424.6
Sea Freight,Port of Auckland,Hamilton,Bulk,Summer,High,Simple,13.2,323.7,369.0,2.45,1.51,0.7,0,0,0.0,388.4,0.0,388.4
Sea Freight,Port of Tauranga,Auckland,Hazardous,Spring,Medium,Complex,23.5,1263.7,2150.0,3.33,3.66,3.8,0,1,72.0,1516.46,3378.25,4894.71
Air Cargo,Port of Auckland,Christchurch,Bulk,Winter,High,Moderate,34.2,588.8,1234.0,0.2,3.05,1.2,0,0,0.0,5004.92,0.0,5004.92
Road,Port of Auckland,Auckland,Bulk,Winter,High,Complex,23.0,2458.3,384.0,1.26,0.82,1.6,0,0,0.0,5162.34,0.0,5162.34
Air Cargo,Port of Tauranga,Tauranga,General Merchandise,Autumn,Medium,Moderate,16.1,1407.2,2058.0,3.55,0.58,0.2,0,0,0.0,11961.62,0.0,11961.62
Sea Freight,Wellington Port,Auckland,Automotive,Spring,Medium,Simple,8.5,239.8,1179.0,2.17,2.08,1.0,0,0,0.0,287.75,0.0,287.75
Rail,Port of Auckland,Auckland,General Merchandise,Summer,Medium,Simple,12.6,1283.2,1531.0,0.36,3.03,3.8,0,0,0.0,2309.78,0.0,2309.78
Road,Port of Tauranga,Auckland,Hazardous,Autumn,Medium,Complex,29.9,614.3,2239.0,6.04,3.95,0.6,0,1,27.7,1290.04,1291.39,2581.42
Air Cargo,Port of Auckland,Wellington,Bulk,Summer,High,Moderate,21.4,284.1,2232.0,5.11,3.45,2.3,0,0,0.0,2414.96,0.0,2414.96
Air Cargo,Port of Auckland,Auckland,General Merchandise,Spring,High,Complex,8.3,411.2,2237.0,2.2,1.94,2.7,0,0,0.0,3495.24,0.0,3495.24
